1,"ïΩê¨12îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj"
2,"ëÊ6ï\Å@ê¢ë—ÇÃâ∆ë∞óﬁå^Åi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıÅCêeë∞êlàıãyÇ—1ê¢ë—ìñÇΩÇËêeë∞êlàıÅi6çŒñ¢ñûÅE18çŒñ¢ñûÅE65çŒà»è„êeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—ãyÇ—3ê¢ë„ê¢ë—Å|ì¡åfÅj"
3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4,"","","","","","","","ëçêî","","","","","","","","","","","","","êeë∞ê¢ë—","","","","","","","","","","","","","äjâ∆ë∞ê¢ë—","","","","","","","","","","","","","(1)ïvïwÇÃÇ›ÇÃê¢ë—","","","","","","","","","","","","","(2)ïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—","","","","","","","","","","","","","(3)íjêeñîÇÕèóêeÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—","","","","","","","","","","","","","ÇªÇÃëºÇÃêeë∞ê¢ë—","","","","","","","","","","","","","îÒêeë∞ê¢ë—","","","","","","","","","","","","","íPì∆ê¢ë—","","","","","","","","","","","","","(çƒåf)3ê¢ë„ê¢ë—","","","","","","","","","","","",""
5,"ésãÊí¨ë∫ÉRÅ[Éh","í¨íöéöÉRÅ[Éh","îÈìΩèàóù","îÈìΩêÊèÓïÒ","çáéZínàÊ","ésãÊí¨ë∫","í¨íöéö","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı"
6,"25201","","","","","ëÂí√és","ëçêî",100843,284515,283988,2.8161399403,13279,53841,17502,32755,136768,57557,29410,86292,40931,77860,261190,261005,3.3522347804,13279,53841,17502,32730,136743,57532,23969,80808,35490,65801,203465,203323,3.0899682376,11161,41798,14687,26380,101649,46018,13896,31795,21759,19306,38644,38612,2,-,-,-,3,6,3,8602,17217,14666,39257,147060,147022,3.7451155208,10715,40531,14150,24175,95329,42520,3118,9935,4823,7238,17761,17689,2.4439071567,446,1267,537,2202,6314,3495,2176,4643,2270,12059,57725,57682,4.7833153661,2118,12043,2815,6350,35094,11514,10073,49013,13731,330,672,330,1,-,-,-,-,-,-,42,85,42,22653,22653,22653,1,-,-,-,25,25,25,5399,5399,5399,9365,49317,49295,5.2637479979,2074,11839,2757,6171,34383,11249,8182,43079,10924
7,"25201","0010","","","","ëÂí√és","äãêÏç‚â∫í¨",28,60,60,2.1428571429,-,-,-,3,12,5,22,46,32,19,51,51,2.6842105263,-,-,-,3,12,5,15,39,25,16,38,38,2.375,-,-,-,2,8,4,12,26,22,11,22,22,2,-,-,-,-,-,-,10,20,19,4,14,14,3.5,-,-,-,2,8,4,2,6,3,1,2,2,2,-,-,-,-,-,-,-,-,-,3,13,13,4.3333333333,-,-,-,1,4,1,3,13,3,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,9,1,-,-,-,-,-,-,7,7,7,3,13,13,4.3333333333,-,-,-,1,4,1,3,13,3
8,"25201","0020","","","","ëÂí√és","äãêÏñÿåÀå˚í¨",13,31,31,2.3846153846,-,-,-,1,4,2,10,24,15,12,30,30,2.5,-,-,-,1,4,2,9,23,14,9,19,19,2.1111111111,-,-,-,-,-,-,6,12,11,8,16,16,2,-,-,-,-,-,-,6,12,11,1,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,11,11,3.6666666667,-,-,-,1,4,2,3,11,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,1,1,1,2,8,8,4,-,-,-,1,4,2,2,8,2
9,"25201","0030","","","","ëÂí√és","äãêÏíÜë∫í¨",29,54,54,1.8620689655,-,-,-,2,10,5,14,27,17,15,40,40,2.6666666667,-,-,-,2,10,5,8,21,11,13,31,31,2.3846153846,-,-,-,1,4,2,6,12,9,10,20,20,2,-,-,-,-,-,-,6,12,9,3,11,11,3.6666666667,-,-,-,1,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,9,9,4.5,-,-,-,1,6,3,2,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,14,1,-,-,-,-,-,-,6,6,6,1,6,6,6,-,-,-,1,6,3,1,6,1
10,"25201","0040","","","","ëÂí√és","äãêÏñVë∫í¨",26,59,59,2.2692307692,3,14,3,5,24,8,14,36,21,18,51,51,2.8333333333,3,14,3,5,24,8,11,33,18,15,34,34,2.2666666667,1,4,1,2,7,3,8,16,13,11,22,22,2,-,-,-,-,-,-,7,14,12,3,10,10,3.3333333333,1,4,1,2,7,3,-,-,-,1,2,2,2,-,-,-,-,-,-,1,2,1,3,17,17,5.6666666667,2,10,2,3,17,5,3,17,5,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,8,1,-,-,-,-,-,-,3,3,3,3,17,17,5.6666666667,2,10,2,3,17,5,3,17,5
11,"25201","0050","","","","ëÂí√és","äãêÏí¨ãèí¨",12,20,20,1.6666666667,-,-,-,-,-,-,9,15,14,7,15,15,2.1428571429,-,-,-,-,-,-,5,11,10,7,15,15,2.1428571429,-,-,-,-,-,-,5,11,10,6,12,12,2,-,-,-,-,-,-,4,8,8,1,3,3,3,-,-,-,-,-,-,1,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,1,-,-,-,-,-,-,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-
12,"25201","0060","","","","ëÂí√és","äãêÏî~Émñÿí¨",26,62,62,2.3846153846,-,-,-,5,16,6,20,47,29,19,55,55,2.8947368421,-,-,-,5,16,6,13,40,22,14,35,35,2.5,-,-,-,4,11,5,8,20,12,7,14,14,2,-,-,-,-,-,-,5,10,9,4,14,14,3.5,-,-,-,2,6,2,2,8,2,3,7,7,2.3333333333,-,-,-,2,5,3,1,2,1,5,20,20,4,-,-,-,1,5,1,5,20,10,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,7,1,-,-,-,-,-,-,7,7,7,3,14,14,4.6666666667,-,-,-,1,5,1,3,14,4
13,"25201","0070","","","","ëÂí√és","äãêÏä—à‰í¨",9,24,24,2.6666666667,-,-,-,2,11,4,7,20,11,8,23,23,2.875,-,-,-,2,11,4,6,19,10,6,12,12,2,-,-,-,-,-,-,4,8,7,6,12,12,2,-,-,-,-,-,-,4,8,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,11,11,5.5,-,-,-,2,11,4,2,11,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,1,1,1,2,11,11,5.5,-,-,-,2,11,4,2,11,3
