1,"•½¬‚V”N‘¨’²¸@¬’nˆæWŒv@i‘–±È“Œv‹Çj"
2,"‘æ12•\@ŽY‹Æi‘å•ª—ÞjC’j—•Ê15ÎˆÈãA‹ÆŽÒ”"
3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
43,"25201","0330","‘å’ÃŽs","Œü—z’¬",189,-,-,-,-,10,44,2,15,37,5,13,57,5,1,113,-,-,-,-,7,28,2,12,16,3,7,33,4,1,76,-,-,-,-,3,16,-,3,21,2,6,24,1,-
44,"25201","0340","‘å’ÃŽs","”ü‹ó’¬",1044,4,-,-,5,104,190,3,71,234,14,8,380,27,4,667,3,-,-,4,96,135,3,61,108,5,6,218,25,3,377,1,-,-,1,8,55,-,10,126,9,2,162,2,1
45,"25201","0350","‘å’ÃŽs","‰Ô‰€’¬",221,-,-,-,-,11,45,3,13,50,7,1,84,5,2,136,-,-,-,-,8,30,2,11,28,4,1,47,4,1,85,-,-,-,-,3,15,1,2,22,3,-,37,1,1
46,"25201","0360","‘å’ÃŽs","´•—’¬",536,-,-,-,-,41,118,8,16,115,30,2,173,25,8,354,-,-,-,-,37,91,8,16,57,15,2,101,21,6,182,-,-,-,-,4,27,-,-,58,15,-,72,4,2
47,"25201","0370","‘å’ÃŽs","—z–¾’¬",462,-,-,-,-,32,89,22,18,93,18,7,147,29,7,300,-,-,-,-,19,74,21,13,52,6,6,78,27,4,162,-,-,-,-,13,15,1,5,41,12,1,69,2,3
48,"25201","0380","‘å’ÃŽs","´˜a’¬",546,1,-,-,-,16,106,14,36,123,30,5,162,43,10,360,1,-,-,-,14,75,13,35,67,14,3,91,41,6,186,-,-,-,-,2,31,1,1,56,16,2,71,2,4
49,"25201","0390","‘å’ÃŽs","—Î’¬",615,-,1,-,-,35,134,11,29,122,32,11,191,47,2,413,-,1,-,-,27,112,11,26,65,23,8,100,40,-,202,-,-,-,-,8,22,-,3,57,9,3,91,7,2
50,"25201","0400","‘å’ÃŽs","Œ˜“c",750,11,-,2,1,80,138,9,34,139,21,10,278,21,6,479,5,-,1,1,63,102,9,29,67,12,6,163,19,2,271,6,-,1,-,17,36,-,5,72,9,4,115,2,4
51,"25201","040001","‘å’ÃŽs","Œ˜“c‚P’š–Ú",680,11,-,2,1,80,136,9,34,135,20,10,216,21,5,434,5,-,1,1,63,102,9,29,66,12,6,119,19,2,246,6,-,1,-,17,34,-,5,69,8,4,97,2,3
52,"25201","040002","‘å’ÃŽs","Œ˜“c‚Q’š–Ú",70,-,-,-,-,-,2,-,-,4,1,-,62,-,1,45,-,-,-,-,-,-,-,-,1,-,-,44,-,-,25,-,-,-,-,-,2,-,-,3,1,-,18,-,1
53,"25201","0420","‘å’ÃŽs","–{Œ˜“c",3967,20,2,103,1,421,643,29,226,975,124,30,1278,106,9,2490,17,1,62,1,352,422,28,199,492,65,20,741,85,5,1477,3,1,41,-,69,221,1,27,483,59,10,537,21,4
54,"25201","042001","‘å’ÃŽs","–{Œ˜“c‚P’š–Ú",844,8,2,3,-,106,147,7,45,223,23,7,261,12,-,499,7,1,2,-,94,87,7,39,116,11,4,123,8,-,345,1,1,1,-,12,60,-,6,107,12,3,138,4,-
55,"25201","042002","‘å’ÃŽs","–{Œ˜“c‚Q’š–Ú",805,6,-,85,-,64,114,7,33,169,16,2,290,19,-,534,5,-,52,-,50,69,7,31,85,7,2,210,16,-,271,1,-,33,-,14,45,-,2,84,9,-,80,3,-
56,"25201","042003","‘å’ÃŽs","–{Œ˜“c‚R’š–Ú",910,2,-,10,1,139,163,10,50,232,24,5,252,19,3,556,2,-,5,1,114,114,9,41,110,14,2,131,11,2,354,-,-,5,-,25,49,1,9,122,10,3,121,8,1
57,"25201","042004","‘å’ÃŽs","–{Œ˜“c‚S’š–Ú",624,1,-,4,-,41,108,1,24,129,34,12,240,26,4,409,1,-,2,-,33,81,1,20,68,19,10,149,23,2,215,-,-,2,-,8,27,-,4,61,15,2,91,3,2
58,"25201","042005","‘å’ÃŽs","–{Œ˜“c‚T’š–Ú",445,3,-,-,-,50,58,1,54,141,12,3,112,10,1,276,2,-,-,-,41,31,1,50,76,6,1,59,8,1,169,1,-,-,-,9,27,-,4,65,6,2,53,2,-
59,"25201","042006","‘å’ÃŽs","–{Œ˜“c‚U’š–Ú",339,-,-,1,-,21,53,3,20,81,15,1,123,20,1,216,-,-,1,-,20,40,3,18,37,8,1,69,19,-,123,-,-,-,-,1,13,-,2,44,7,-,54,1,1
60,"25201","0480","‘å’ÃŽs","ˆßì",1361,12,-,-,2,140,253,5,69,341,44,11,415,60,9,830,7,-,-,1,117,166,5,57,163,22,10,231,46,5,531,5,-,-,1,23,87,-,12,178,22,1,184,14,4
61,"25201","048001","‘å’ÃŽs","ˆßì‚P’š–Ú",463,8,-,-,2,48,68,3,24,133,9,6,135,22,5,287,4,-,-,1,39,47,3,20,71,7,5,72,15,3,176,4,-,-,1,9,21,-,4,62,2,1,63,7,2
62,"25201","048002","‘å’ÃŽs","ˆßì‚Q’š–Ú",578,1,-,-,-,52,118,2,26,132,28,4,198,16,1,350,1,-,-,-,39,80,2,21,62,12,4,115,13,1,228,-,-,-,-,13,38,-,5,70,16,-,83,3,-
63,"25201","048003","‘å’ÃŽs","ˆßì‚R’š–Ú",320,3,-,-,-,40,67,-,19,76,7,1,82,22,3,193,2,-,-,-,39,39,-,16,30,3,1,44,18,1,127,1,-,-,-,1,28,-,3,46,4,-,38,4,2
64,"25201","0510","‘å’ÃŽs","¡Œ˜“c",1371,49,-,3,-,137,254,8,61,308,48,15,408,58,22,916,24,-,2,-,120,194,8,51,175,30,11,241,47,13,455,25,-,1,-,17,60,-,10,133,18,4,167,11,9
65,"25201","051001","‘å’ÃŽs","¡Œ˜“c‚P’š–Ú",266,47,-,-,-,18,62,4,6,43,10,4,64,7,1,166,24,-,-,-,17,43,4,5,27,3,3,34,6,-,100,23,-,-,-,1,19,-,1,16,7,1,30,1,1
66,"25201","051002","‘å’ÃŽs","¡Œ˜“c‚Q’š–Ú",771,-,-,3,-,83,124,3,40,183,27,9,243,39,17,518,-,-,2,-,73,99,3,34,103,17,6,140,30,11,253,-,-,1,-,10,25,-,6,80,10,3,103,9,6
67,"25201","051003","‘å’ÃŽs","¡Œ˜“c‚R’š–Ú",334,2,-,-,-,36,68,1,15,82,11,2,101,12,4,232,-,-,-,-,30,52,1,12,45,10,2,67,11,2,102,2,-,-,-,6,16,-,3,37,1,-,34,1,2
68,"25201","051020","‘å’ÃŽs","¡Œ˜“c‚Q’š–Ú",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
69,"25201","0540","‘å’ÃŽs","‹Â–Ø",2153,167,5,-,-,302,398,30,111,307,93,15,607,109,9,1375,103,3,-,-,248,276,26,101,172,41,9,299,93,4,778,64,2,-,-,54,122,4,10,135,52,6,308,16,5
70,"25201","054000","‘å’ÃŽs","‹Â–Ø‚V’š–Ú",696,-,2,-,-,66,117,17,33,105,35,6,250,61,4,488,-,1,-,-,53,103,15,28,66,16,4,146,54,2,208,-,1,-,-,13,14,2,5,39,19,2,104,7,2
71,"25201","054001","‘å’ÃŽs","‹Â–Ø‚P’š–Ú",122,10,1,-,-,23,27,1,5,18,4,2,26,3,2,72,6,1,-,-,17,16,1,5,13,1,1,8,2,1,50,4,-,-,-,6,11,-,-,5,3,1,18,1,1
72,"25201","054002","‘å’ÃŽs","‹Â–Ø‚Q’š–Ú",455,74,1,-,-,75,70,3,26,58,23,2,107,14,2,281,42,-,-,-,65,48,2,24,32,11,1,44,12,-,174,32,1,-,-,10,22,1,2,26,12,1,63,2,2
73,"25201","054003","‘å’ÃŽs","‹Â–Ø‚R’š–Ú",99,2,-,-,-,29,17,-,10,9,4,-,24,4,-,64,1,-,-,-,24,9,-,9,3,1,-,13,4,-,35,1,-,-,-,5,8,-,1,6,3,-,11,-,-
74,"25201","054004","‘å’ÃŽs","‹Â–Ø‚S’š–Ú",234,35,-,-,-,28,46,3,6,32,14,2,61,7,-,139,21,-,-,-,25,27,3,6,17,4,1,29,6,-,95,14,-,-,-,3,19,-,-,15,10,1,32,1,-
75,"25201","054005","‘å’ÃŽs","‹Â–Ø‚T’š–Ú",165,14,-,-,-,32,27,1,12,29,3,2,39,5,1,98,11,-,-,-,23,13,1,11,14,3,1,17,3,1,67,3,-,-,-,9,14,-,1,15,-,1,22,2,-
76,"25201","054006","‘å’ÃŽs","‹Â–Ø‚U’š–Ú",270,31,1,-,-,40,61,2,13,36,6,-,70,10,-,164,22,1,-,-,34,39,2,12,13,4,-,29,8,-,106,9,-,-,-,6,22,-,1,23,2,-,41,2,-
77,"25201","054007","‘å’ÃŽs","‹Â–Ø‚V’š–Ú",112,1,-,-,-,9,33,3,6,20,4,1,30,5,-,69,-,-,-,-,7,21,2,6,14,1,1,13,4,-,43,1,-,-,-,2,12,1,-,6,3,-,17,1,-
78,"25201","0541","‘å’ÃŽs","‹Â–Ø’¬",190,-,-,-,-,24,40,2,10,35,8,5,61,5,-,129,-,-,-,-,21,32,2,8,21,5,3,33,4,-,61,-,-,-,-,3,8,-,2,14,3,2,28,1,-
79,"25201","0550","‘å’ÃŽs","—Y‹Õ",1019,35,-,-,-,85,156,3,53,241,30,6,377,23,10,616,25,-,-,-,73,118,3,46,122,14,4,188,20,3,403,10,-,-,-,12,38,-,7,119,16,2,189,3,7
80,"25201","055001","‘å’ÃŽs","—Y‹Õ‚P’š–Ú",165,2,-,-,-,8,16,-,4,42,3,2,83,4,1,85,1,-,-,-,7,11,-,4,19,1,1,37,4,-,80,1,-,-,-,1,5,-,-,23,2,1,46,-,1
81,"25201","055002","‘å’ÃŽs","—Y‹Õ‚Q’š–Ú",222,27,-,-,-,24,39,1,6,63,4,-,52,6,-,138,20,-,-,-,19,27,1,5,35,2,-,25,4,-,84,7,-,-,-,5,12,-,1,28,2,-,27,2,-
82,"25201","055003","‘å’ÃŽs","—Y‹Õ‚R’š–Ú",150,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
83,"25201","055004","‘å’ÃŽs","—Y‹Õ‚S’š–Ú",1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
84,"25201","055005","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",321,-,-,-,-,30,67,2,27,86,15,-,81,9,4,208,-,-,-,-,27,55,2,25,43,6,-,40,9,1,113,-,-,-,-,3,12,-,2,43,9,-,41,-,3
85,"25201","055006","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",160,-,-,-,-,8,8,-,4,17,-,3,114,1,5,96,-,-,-,-,7,5,-,3,8,-,3,67,1,2,64,-,-,-,-,1,3,-,1,9,-,-,47,-,3
86,"25201","0610","‘å’ÃŽs","ç–ì",231,33,-,-,-,32,38,4,22,34,10,-,53,5,-,158,19,-,-,-,29,33,4,21,17,5,-,27,3,-,73,14,-,-,-,3,5,-,1,17,5,-,26,2,-
87,"25201","061001","‘å’ÃŽs","ç–ì‚P’š–Ú",158,26,-,-,-,17,28,2,15,23,9,-,34,4,-,107,15,-,-,-,16,25,2,14,11,5,-,16,3,-,51,11,-,-,-,1,3,-,1,12,4,-,18,1,-
88,"25201","061002","‘å’ÃŽs","ç–ì‚Q’š–Ú",38,3,-,-,-,11,5,-,4,8,-,-,7,-,-,28,2,-,-,-,10,4,-,4,4,-,-,4,-,-,10,1,-,-,-,1,1,-,-,4,-,-,3,-,-
89,"25201","061003","‘å’ÃŽs","ç–ì‚R’š–Ú",35,4,-,-,-,4,5,2,3,3,1,-,12,1,-,23,2,-,-,-,3,4,2,3,2,-,-,7,-,-,12,2,-,-,-,1,1,-,-,1,1,-,5,1,-
90,"25201","0640","‘å’ÃŽs","•cŽ­",689,41,-,-,1,103,78,6,24,101,16,6,254,17,42,455,22,-,-,1,91,51,6,21,56,7,3,174,12,11,234,19,-,-,-,12,27,-,3,45,9,3,80,5,31
91,"25201","064001","‘å’ÃŽs","•cŽ­‚P’š–Ú",121,13,-,-,1,36,12,1,3,15,3,-,27,9,1,76,7,-,-,1,32,7,1,3,6,1,-,10,8,-,45,6,-,-,-,4,5,-,-,9,2,-,17,1,1
92,"25201","064002","‘å’ÃŽs","•cŽ­‚Q’š–Ú",456,28,-,-,-,61,65,5,20,85,13,6,124,8,41,273,15,-,-,-,55,43,5,17,50,6,3,64,4,11,183,13,-,-,-,6,22,-,3,35,7,3,60,4,30
93,"25201","064003","‘å’ÃŽs","•cŽ­‚R’š–Ú",112,-,-,-,-,6,1,-,1,1,-,-,103,-,-,106,-,-,-,-,4,1,-,1,-,-,-,100,-,-,6,-,-,-,-,2,-,-,-,1,-,-,3,-,-
94,"25201","0670","‘å’ÃŽs","“ú‹g‘ä",2310,6,1,-,-,137,512,19,89,509,109,22,799,75,32,1390,4,1,-,-,104,388,16,69,251,54,11,423,59,10,920,2,-,-,-,33,124,3,20,258,55,11,376,16,22
95,"25201","067001","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",582,-,-,-,-,41,134,2,23,160,18,7,170,21,6,342,-,-,-,-,35,98,2,19,79,7,3,81,18,-,240,-,-,-,-,6,36,-,4,81,11,4,89,3,6
96,"25201","067002","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",541,2,1,-,-,28,120,2,19,107,24,6,202,19,11,320,2,1,-,-,20,86,2,18,53,11,4,105,15,3,221,-,-,-,-,8,34,-,1,54,13,2,97,4,8
97,"25201","067003","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",638,-,-,-,-,40,127,8,31,121,38,7,238,20,8,398,-,-,-,-,30,101,6,23,65,18,2,134,15,4,240,-,-,-,-,10,26,2,8,56,20,5,104,5,4
98,"25201","067004","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",549,4,-,-,-,28,131,7,16,121,29,2,189,15,7,330,2,-,-,-,19,103,6,9,54,18,2,103,11,3,219,2,-,-,-,9,28,1,7,67,11,-,86,4,4
99,"25201","0710","‘å’ÃŽs","â–{–{’¬",62,2,-,-,-,-,1,1,2,-,-,-,56,-,-,45,1,-,-,-,-,-,1,1,-,-,-,42,-,-,17,1,-,-,-,-,1,-,1,-,-,-,14,-,-
100,"25201","0720","‘å’ÃŽs","â–{",4749,48,2,-,3,880,672,37,234,1069,156,35,1447,142,24,2960,35,2,-,1,769,455,34,202,501,67,24,744,112,14,1789,13,-,-,2,111,217,3,32,568,89,11,703,30,10
101,"25201","072001","‘å’ÃŽs","â–{‚P’š–Ú",507,8,1,-,-,77,64,4,28,118,23,2,159,23,-,314,4,1,-,-,69,42,4,23,56,12,1,83,19,-,193,4,-,-,-,8,22,-,5,62,11,1,76,4,-
102,"25201","072002","‘å’ÃŽs","â–{‚Q’š–Ú",466,5,-,-,1,70,76,3,23,99,18,3,149,18,1,280,4,-,-,-,54,48,3,18,51,7,3,76,15,1,186,1,-,-,1,16,28,-,5,48,11,-,73,3,-
103,"25201","072003","‘å’ÃŽs","â–{‚R’š–Ú",997,6,-,-,-,123,157,8,55,270,44,12,276,45,1,598,3,-,-,-,104,111,7,48,141,15,9,127,33,-,399,3,-,-,-,19,46,1,7,129,29,3,149,12,1
104,"25201","072004","‘å’ÃŽs","â–{‚S’š–Ú",390,4,-,-,-,39,36,2,13,121,18,3,141,13,-,243,4,-,-,-,32,27,2,9,57,11,2,87,12,-,147,-,-,-,-,7,9,-,4,64,7,1,54,1,-
105,"25201","072005","‘å’ÃŽs","â–{‚T’š–Ú",346,6,-,-,-,56,37,2,18,57,7,2,150,9,2,234,4,-,-,-,54,22,1,16,27,2,1,99,8,-,112,2,-,-,-,2,15,1,2,30,5,1,51,1,2
106,"25201","072006","‘å’ÃŽs","â–{‚U’š–Ú",855,11,-,-,1,244,111,8,43,178,15,5,220,15,4,538,10,-,-,-,216,73,7,40,68,3,4,104,9,4,317,1,-,-,1,28,38,1,3,110,12,1,116,6,-
