1,"•½¬‚V”N‘¨’²¸@¬’nˆæWŒv@i‘–±È“Œv‹Çj"
2,"‘æ1•\@’j—•ÊlŒû‹y‚Ñ¢‘Ñ”"
3,"","","","","","","",""
1378,"25201","055005070","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",87,39,48,25
1379,"25201","055005080","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",-,-,-,-
1380,"25201","055005090","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",-,-,-,-
1381,"25201","055005100","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",12,8,4,4
1382,"25201","055005110","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",-,-,-,-
1383,"25201","055005120","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",-,-,-,-
1384,"25201","055005130","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",59,32,27,19
1385,"25201","055005140","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",154,79,75,45
1386,"25201","055005150","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",162,85,77,47
1387,"25201","055005160","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",209,112,97,60
1388,"25201","055005170","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",-,-,-,-
1389,"25201","055005180","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",-,-,-,-
1390,"25201","055005190","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",-,-,-,-
1391,"25201","055005200","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",-,-,-,-
1392,"25201","055005210","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",-,-,-,-
1393,"25201","055005220","‘å’ÃŽs","—Y‹Õ‚T’š–Ú",-,-,-,-
1394,"25201","055006010","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",34,20,14,9
1395,"25201","055006020","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",12,7,5,8
1396,"25201","055006030","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",11,5,6,5
1397,"25201","055006031","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",89,48,41,72
1398,"25201","055006040","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",-,-,-,-
1399,"25201","055006050","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",1,-,1,1
1400,"25201","055006060","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",-,-,-,-
1401,"25201","055006070","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",-,-,-,-
1402,"25201","055006080","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",-,-,-,-
1403,"25201","055006090","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",19,7,12,12
1404,"25201","055006100","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",6,3,3,3
1405,"25201","055006110","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",54,13,41,5
1406,"25201","055006120","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",6,4,2,1
1407,"25201","055006130","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",-,-,-,-
1408,"25201","055006140","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",8,3,5,2
1409,"25201","055006150","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",32,14,18,7
1410,"25201","055006160","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",-,-,-,-
1411,"25201","055006170","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",-,-,-,-
1412,"25201","055006171","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",197,63,134,52
1413,"25201","055006180","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",-,-,-,-
1414,"25201","055006190","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",-,-,-,-
1415,"25201","055006200","‘å’ÃŽs","—Y‹Õ‚U’š–Ú",-,-,-,-
1416,"25201","061001010","‘å’ÃŽs","ç–ì‚P’š–Ú",-,-,-,-
1417,"25201","061001020","‘å’ÃŽs","ç–ì‚P’š–Ú",-,-,-,-
1418,"25201","061001030","‘å’ÃŽs","ç–ì‚P’š–Ú",14,6,8,4
1419,"25201","061001040","‘å’ÃŽs","ç–ì‚P’š–Ú",20,10,10,4
1420,"25201","061001050","‘å’ÃŽs","ç–ì‚P’š–Ú",32,17,15,7
1421,"25201","061001060","‘å’ÃŽs","ç–ì‚P’š–Ú",44,22,22,8
1422,"25201","061001070","‘å’ÃŽs","ç–ì‚P’š–Ú",48,24,24,10
1423,"25201","061001080","‘å’ÃŽs","ç–ì‚P’š–Ú",29,16,13,7
1424,"25201","061001090","‘å’ÃŽs","ç–ì‚P’š–Ú",26,13,13,6
1425,"25201","061001100","‘å’ÃŽs","ç–ì‚P’š–Ú",2,1,1,1
1426,"25201","061001110","‘å’ÃŽs","ç–ì‚P’š–Ú",1,1,0,1
1427,"25201","061001120","‘å’ÃŽs","ç–ì‚P’š–Ú",25,13,12,5
1428,"25201","061001130","‘å’ÃŽs","ç–ì‚P’š–Ú",34,19,15,7
1429,"25201","061001140","‘å’ÃŽs","ç–ì‚P’š–Ú",7,4,3,3
1430,"25201","061001150","‘å’ÃŽs","ç–ì‚P’š–Ú",48,25,23,11
1431,"25201","061001160","‘å’ÃŽs","ç–ì‚P’š–Ú",20,10,10,4
1432,"25201","061001170","‘å’ÃŽs","ç–ì‚P’š–Ú",4,2,2,1
1433,"25201","061001180","‘å’ÃŽs","ç–ì‚P’š–Ú",-,-,-,-
1434,"25201","061002010","‘å’ÃŽs","ç–ì‚Q’š–Ú",-,-,-,-
1435,"25201","061002020","‘å’ÃŽs","ç–ì‚Q’š–Ú",30,16,14,7
1436,"25201","061002030","‘å’ÃŽs","ç–ì‚Q’š–Ú",8,5,3,2
1437,"25201","061002040","‘å’ÃŽs","ç–ì‚Q’š–Ú",5,2,3,2
1438,"25201","061002050","‘å’ÃŽs","ç–ì‚Q’š–Ú",2,1,1,1
1439,"25201","061002060","‘å’ÃŽs","ç–ì‚Q’š–Ú",34,18,16,8
1440,"25201","061002070","‘å’ÃŽs","ç–ì‚Q’š–Ú",16,7,9,3
1441,"25201","061002080","‘å’ÃŽs","ç–ì‚Q’š–Ú",8,5,3,3
1442,"25201","061002990","‘å’ÃŽs","ç–ì‚Q’š–Ú",-,-,-,-
1443,"25201","061003010","‘å’ÃŽs","ç–ì‚R’š–Ú",7,3,4,2
1444,"25201","061003020","‘å’ÃŽs","ç–ì‚R’š–Ú",9,5,4,3
1445,"25201","061003030","‘å’ÃŽs","ç–ì‚R’š–Ú",6,2,4,2
1446,"25201","061003040","‘å’ÃŽs","ç–ì‚R’š–Ú",12,5,7,3
1447,"25201","061003050","‘å’ÃŽs","ç–ì‚R’š–Ú",-,-,-,-
1448,"25201","061003060","‘å’ÃŽs","ç–ì‚R’š–Ú",6,3,3,2
1449,"25201","061003070","‘å’ÃŽs","ç–ì‚R’š–Ú",30,17,13,8
1450,"25201","064001010","‘å’ÃŽs","•cŽ­‚P’š–Ú",-,-,-,-
1451,"25201","064001020","‘å’ÃŽs","•cŽ­‚P’š–Ú",4,2,2,2
1452,"25201","064001030","‘å’ÃŽs","•cŽ­‚P’š–Ú",7,3,4,2
1453,"25201","064001040","‘å’ÃŽs","•cŽ­‚P’š–Ú",65,32,33,18
1454,"25201","064001050","‘å’ÃŽs","•cŽ­‚P’š–Ú",5,2,3,1
1455,"25201","064001060","‘å’ÃŽs","•cŽ­‚P’š–Ú",39,20,19,9
1456,"25201","064001070","‘å’ÃŽs","•cŽ­‚P’š–Ú",27,10,17,6
1457,"25201","064001080","‘å’ÃŽs","•cŽ­‚P’š–Ú",18,10,8,6
1458,"25201","064001090","‘å’ÃŽs","•cŽ­‚P’š–Ú",-,-,-,-
1459,"25201","064001100","‘å’ÃŽs","•cŽ­‚P’š–Ú",-,-,-,-
1460,"25201","064001110","‘å’ÃŽs","•cŽ­‚P’š–Ú",24,17,7,16
1461,"25201","064001120","‘å’ÃŽs","•cŽ­‚P’š–Ú",17,9,8,5
1462,"25201","064001130","‘å’ÃŽs","•cŽ­‚P’š–Ú",7,4,3,1
1463,"25201","064001140","‘å’ÃŽs","•cŽ­‚P’š–Ú",6,3,3,1
1464,"25201","064001150","‘å’ÃŽs","•cŽ­‚P’š–Ú",-,-,-,-
1465,"25201","064001160","‘å’ÃŽs","•cŽ­‚P’š–Ú",-,-,-,-
1466,"25201","064001170","‘å’ÃŽs","•cŽ­‚P’š–Ú",-,-,-,-
1467,"25201","064001180","‘å’ÃŽs","•cŽ­‚P’š–Ú",-,-,-,-
1468,"25201","064001190","‘å’ÃŽs","•cŽ­‚P’š–Ú",7,4,3,2
1469,"25201","064001200","‘å’ÃŽs","•cŽ­‚P’š–Ú",-,-,-,-
1470,"25201","064001210","‘å’ÃŽs","•cŽ­‚P’š–Ú",-,-,-,-
1471,"25201","064001220","‘å’ÃŽs","•cŽ­‚P’š–Ú",-,-,-,-
1472,"25201","064001230","‘å’ÃŽs","•cŽ­‚P’š–Ú",3,2,1,1
1473,"25201","064001240","‘å’ÃŽs","•cŽ­‚P’š–Ú",-,-,-,-
1474,"25201","064002010","‘å’ÃŽs","•cŽ­‚Q’š–Ú",26,14,12,7
1475,"25201","064002020","‘å’ÃŽs","•cŽ­‚Q’š–Ú",11,5,6,3
1476,"25201","064002030","‘å’ÃŽs","•cŽ­‚Q’š–Ú",40,21,19,7
1477,"25201","064002040","‘å’ÃŽs","•cŽ­‚Q’š–Ú",-,-,-,-
1478,"25201","064002050","‘å’ÃŽs","•cŽ­‚Q’š–Ú",-,-,-,-
1479,"25201","064002060","‘å’ÃŽs","•cŽ­‚Q’š–Ú",-,-,-,-
1480,"25201","064002070","‘å’ÃŽs","•cŽ­‚Q’š–Ú",5,2,3,1
1481,"25201","064002080","‘å’ÃŽs","•cŽ­‚Q’š–Ú",24,11,13,6
1482,"25201","064002090","‘å’ÃŽs","•cŽ­‚Q’š–Ú",37,16,21,7
1483,"25201","064002100","‘å’ÃŽs","•cŽ­‚Q’š–Ú",40,20,20,10
1484,"25201","064002110","‘å’ÃŽs","•cŽ­‚Q’š–Ú",7,4,3,3
1485,"25201","064002120","‘å’ÃŽs","•cŽ­‚Q’š–Ú",20,9,11,6
1486,"25201","064002130","‘å’ÃŽs","•cŽ­‚Q’š–Ú",39,21,18,12
1487,"25201","064002140","‘å’ÃŽs","•cŽ­‚Q’š–Ú",33,17,16,11
1488,"25201","064002150","‘å’ÃŽs","•cŽ­‚Q’š–Ú",33,14,19,10
1489,"25201","064002160","‘å’ÃŽs","•cŽ­‚Q’š–Ú",9,4,5,3
1490,"25201","064002170","‘å’ÃŽs","•cŽ­‚Q’š–Ú",38,21,17,13
1491,"25201","064002180","‘å’ÃŽs","•cŽ­‚Q’š–Ú",-,-,-,-
1492,"25201","064002190","‘å’ÃŽs","•cŽ­‚Q’š–Ú",43,23,20,11
1493,"25201","064002200","‘å’ÃŽs","•cŽ­‚Q’š–Ú",12,9,3,4
1494,"25201","064002210","‘å’ÃŽs","•cŽ­‚Q’š–Ú",24,10,14,8
1495,"25201","064002220","‘å’ÃŽs","•cŽ­‚Q’š–Ú",-,-,-,-
1496,"25201","064002230","‘å’ÃŽs","•cŽ­‚Q’š–Ú",32,15,17,10
1497,"25201","064002240","‘å’ÃŽs","•cŽ­‚Q’š–Ú",14,7,7,6
1498,"25201","064002250","‘å’ÃŽs","•cŽ­‚Q’š–Ú",15,7,8,6
1499,"25201","064002260","‘å’ÃŽs","•cŽ­‚Q’š–Ú",36,17,19,9
1500,"25201","064002270","‘å’ÃŽs","•cŽ­‚Q’š–Ú",13,7,6,4
1501,"25201","064002280","‘å’ÃŽs","•cŽ­‚Q’š–Ú",37,18,19,12
1502,"25201","064002290","‘å’ÃŽs","•cŽ­‚Q’š–Ú",77,33,44,23
1503,"25201","064002300","‘å’ÃŽs","•cŽ­‚Q’š–Ú",6,2,4,2
1504,"25201","064002310","‘å’ÃŽs","•cŽ­‚Q’š–Ú",17,10,7,10
1505,"25201","064002311","‘å’ÃŽs","•cŽ­‚Q’š–Ú",78,24,54,63
1506,"25201","064002320","‘å’ÃŽs","•cŽ­‚Q’š–Ú",7,2,5,6
1507,"25201","064002330","‘å’ÃŽs","•cŽ­‚Q’š–Ú",10,5,5,5
1508,"25201","064002340","‘å’ÃŽs","•cŽ­‚Q’š–Ú",39,19,20,13
1509,"25201","064002350","‘å’ÃŽs","•cŽ­‚Q’š–Ú",7,5,2,2
1510,"25201","064002360","‘å’ÃŽs","•cŽ­‚Q’š–Ú",21,15,6,16
1511,"25201","064002370","‘å’ÃŽs","•cŽ­‚Q’š–Ú",2,1,1,1
1512,"25201","064002380","‘å’ÃŽs","•cŽ­‚Q’š–Ú",8,4,4,4
1513,"25201","064002390","‘å’ÃŽs","•cŽ­‚Q’š–Ú",24,14,10,10
1514,"25201","064002400","‘å’ÃŽs","•cŽ­‚Q’š–Ú",6,2,4,2
1515,"25201","064003010","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1516,"25201","064003020","‘å’ÃŽs","•cŽ­‚R’š–Ú",6,4,2,2
1517,"25201","064003030","‘å’ÃŽs","•cŽ­‚R’š–Ú",11,6,5,2
1518,"25201","064003040","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1519,"25201","064003050","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1520,"25201","064003060","‘å’ÃŽs","•cŽ­‚R’š–Ú",39,37,2,38
1521,"25201","064003070","‘å’ÃŽs","•cŽ­‚R’š–Ú",20,20,0,20
1522,"25201","064003080","‘å’ÃŽs","•cŽ­‚R’š–Ú",27,25,2,27
1523,"25201","064003090","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1524,"25201","064003100","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1525,"25201","064003110","‘å’ÃŽs","•cŽ­‚R’š–Ú",17,17,0,17
1526,"25201","064003120","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1527,"25201","064003130","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1528,"25201","064003140","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1529,"25201","064003150","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1530,"25201","064003160","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1531,"25201","064003170","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1532,"25201","064003180","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1533,"25201","064003190","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1534,"25201","064003200","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1535,"25201","067001010","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",54,26,28,21
1536,"25201","067001020","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",53,21,32,13
1537,"25201","067001030","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",37,16,21,12
1538,"25201","067001040","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",48,24,24,17
1539,"25201","067001050","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",22,10,12,8
1540,"25201","067001060","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",63,30,33,17
1541,"25201","067001070","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",29,14,15,7
1542,"25201","067001080","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",17,9,8,5
1543,"25201","067001090","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",9,3,6,2
1544,"25201","067001100","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",32,15,17,11
1545,"25201","067001110","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",38,18,20,14
1546,"25201","067001120","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",45,24,21,12
1547,"25201","067001130","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",64,28,36,15
1548,"25201","067001140","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",7,4,3,2
1549,"25201","067001150","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",36,14,22,11
1550,"25201","067001160","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",23,12,11,8
1551,"25201","067001170","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",41,18,23,13
1552,"25201","067001180","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",48,25,23,16
1553,"25201","067001190","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",58,24,34,17
1554,"25201","067001200","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",63,31,32,17
1555,"25201","067001210","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",44,20,24,13
1556,"25201","067001220","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",31,16,15,11
1557,"25201","067001230","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",25,13,12,8
1558,"25201","067001240","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",53,25,28,15
1559,"25201","067001250","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",44,20,24,10
1560,"25201","067001260","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",23,5,18,6
1561,"25201","067001270","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",38,14,24,11
1562,"25201","067001280","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",31,14,17,10
1563,"25201","067001290","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",14,5,9,5
1564,"25201","067001300","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",55,23,32,13
1565,"25201","067001310","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",49,23,26,12
1566,"25201","067001320","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",54,25,29,15
1567,"25201","067002010","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",-,-,-,-
1568,"25201","067002020","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",9,4,5,2
1569,"25201","067002030","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",10,4,6,4
1570,"25201","067002040","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",22,10,12,6
1571,"25201","067002050","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",4,3,1,1
1572,"25201","067002060","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",5,2,3,1
1573,"25201","067002070","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",32,14,18,13
1574,"25201","067002080","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",63,32,31,20
1575,"25201","067002090","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",45,19,26,12
1576,"25201","067002100","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",38,16,22,10
1577,"25201","067002110","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",3,-,3,1
1578,"25201","067002120","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",19,11,8,5
1579,"25201","067002130","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",34,12,22,10
1580,"25201","067002140","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",46,21,25,17
1581,"25201","067002150","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",6,2,4,3
1582,"25201","067002160","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",8,4,4,4
1583,"25201","067002170","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",39,17,22,14
1584,"25201","067002180","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",31,15,16,10
1585,"25201","067002190","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",27,12,15,10
1586,"25201","067002200","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",45,19,26,16
1587,"25201","067002210","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",39,15,24,12
1588,"25201","067002220","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",80,40,40,20
1589,"25201","067002230","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",43,22,21,12
1590,"25201","067002240","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",20,10,10,6
1591,"25201","067002250","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",61,32,29,15
1592,"25201","067002260","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",47,23,24,13
1593,"25201","067002270","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",11,6,5,2
1594,"25201","067002280","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",36,19,17,11
1595,"25201","067002290","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",40,18,22,13
1596,"25201","067002300","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",45,22,23,15
1597,"25201","067002310","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",42,21,21,13
1598,"25201","067002320","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",30,11,19,10
1599,"25201","067002330","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",65,26,39,17
1600,"25201","067002340","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",64,30,34,21
1601,"25201","067002350","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",30,16,14,8
1602,"25201","067002360","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",13,6,7,4
1603,"25201","067002370","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",8,4,4,3
1604,"25201","067003010","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",61,32,29,16
1605,"25201","067003020","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",32,18,14,9
1606,"25201","067003030","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",58,27,31,16
1607,"25201","067003040","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",60,27,33,16
1608,"25201","067003050","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",28,13,15,8
1609,"25201","067003060","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",60,26,34,15
1610,"25201","067003070","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",29,15,14,9
1611,"25201","067003080","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",36,16,20,13
1612,"25201","067003090","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",31,13,18,9
1613,"25201","067003100","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",45,18,27,13
1614,"25201","067003110","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",42,18,24,12
1615,"25201","067003120","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",31,12,19,12
1616,"25201","067003130","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",42,19,23,11
1617,"25201","067003140","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",8,4,4,2
1618,"25201","067003150","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",14,7,7,3
1619,"25201","067003160","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",39,16,23,11
1620,"25201","067003170","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",46,26,20,14
1621,"25201","067003180","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",64,34,30,15
1622,"25201","067003190","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",52,30,22,15
1623,"25201","067003200","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",74,36,38,21
1624,"25201","067003210","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",44,20,24,14
1625,"25201","067003220","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",20,10,10,5
1626,"25201","067003230","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",50,24,26,14
1627,"25201","067003240","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",38,19,19,13
1628,"25201","067003250","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",66,31,35,20
1629,"25201","067003260","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",23,13,10,6
1630,"25201","067003270","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",27,14,13,8
1631,"25201","067003280","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",32,18,14,11
1632,"25201","067003290","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",55,26,29,15
1633,"25201","067003300","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",47,20,27,14
1634,"25201","067003310","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",59,29,30,16
1635,"25201","067003320","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",58,27,31,15
1636,"25201","067003330","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",10,5,5,2
1637,"25201","067003340","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",37,15,22,11
1638,"25201","067004010","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",24,9,15,7
1639,"25201","067004020","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",51,22,29,12
1640,"25201","067004030","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",36,17,19,11
1641,"25201","067004040","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",42,25,17,13
1642,"25201","067004050","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",58,18,40,17
1643,"25201","067004060","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",26,14,12,7
1644,"25201","067004070","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",57,30,27,16
1645,"25201","067004080","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",63,30,33,17
1646,"25201","067004090","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",49,23,26,14
1647,"25201","067004100","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",52,22,30,14
1648,"25201","067004110","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",64,34,30,18
1649,"25201","067004120","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",21,10,11,10
1650,"25201","067004130","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",66,33,33,18
1651,"25201","067004140","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",40,16,24,12
1652,"25201","067004150","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",64,26,38,17
1653,"25201","067004160","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",32,17,15,9
1654,"25201","067004170","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",49,22,27,12
1655,"25201","067004180","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",60,33,27,18
1656,"25201","067004190","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",63,30,33,19
1657,"25201","067004200","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",68,31,37,19
1658,"25201","067004210","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",56,24,32,19
1659,"25201","067004220","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",48,18,30,14
1660,"25201","067004230","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",43,23,20,15
1661,"25201","067004240","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",33,17,16,10
1662,"25201","067004250","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",45,22,23,15
1663,"25201","067004260","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",43,19,24,15
1664,"25201","067004270","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",24,10,14,7
