1,"ïΩê¨ÇVîNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj"
2,"ëÊ6ï\Å@ê¢ë—ÇÃâ∆ë∞óﬁå^Åi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—êeë∞êlàıÅi6çŒñ¢ñûÅE18çŒñ¢ñûÅE65çŒà»è„êeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—Å|ì¡åfÅj"
3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4,"","","","","ëçêî","","","","","","","","","","","","","êeë∞ê¢ë—","","","","","","","","","","","","","äjâ∆ë∞ê¢ë—","","","","","","","","","","","","","(1)ïvïwÇÃÇ›ÇÃê¢ë—","","","","","","","","","","","","","(2)ïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—","","","","","","","","","","","","","(3)íjêeñîÇÕèóêeÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—","","","","","","","","","","","","","ÇªÇÃëºÇÃêeë∞ê¢ë—","","","","","","","","","","","","","îÒêeë∞ê¢ë—","","","","","","","","","","","","","íPì∆ê¢ë—","","","","","","","","","","","",""
5,"ésãÊí¨ë∫ÉRÅ[Éh","í¨íöéöÉRÅ[Éh","ésãÊí¨ë∫","í¨íöéö","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı","àÍî ê¢ë—êî","àÍî ê¢ë—êlàı","êeë∞êlàı","1ê¢ë—ìñÇΩÇËêeë∞êlàı","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","6çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","6çŒñ¢ñûêeë∞êlàı","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","18çŒñ¢ñûÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","18çŒñ¢ñûêeë∞êlàı","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êî","65çŒà»è„ÇÃêeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—êlàı","65çŒà»è„êeë∞êlàı"
6,"25201","","ëÂí√és","ëçêî",92146,273254,272964,2.9622989603,13283,55760,17741,33753,144150,60332,24224,78124,32896,72651,253605,253469,3.4888576895,13283,55760,17741,33717,144114,60296,20382,74251,29054,59987,191306,191224,3.1877573474,10635,40433,14123,26361,102836,46550,10109,23045,15372,15777,31569,31554,2,-,-,-,-,-,-,6227,12459,10281,38144,144745,144708,3.7937290268,10309,39527,13720,24459,97364,43586,2205,7023,3347,6066,14992,14962,2.466534784,326,906,403,1902,5472,2964,1677,3563,1744,12664,62299,62245,4.9151137081,2648,15327,3618,7356,41278,13746,10273,51206,13682,149,303,149,1,-,-,-,-,-,-,30,61,30,19346,19346,19346,1,-,-,-,36,36,36,3812,3812,3812
7,"25201","0010","ëÂí√és","äãêÏÅ@ç‚â∫í¨",29,72,72,2.4827586207,1,4,1,3,14,6,22,58,33,25,68,68,2.72,1,4,1,3,14,6,20,56,31,19,43,43,2.2631578947,1,4,1,1,4,2,14,31,22,13,26,26,2,-,-,-,-,-,-,9,18,17,4,13,13,3.25,1,4,1,1,4,2,3,9,3,2,4,4,2,-,-,-,-,-,-,2,4,2,6,25,25,4.1666666667,-,-,-,2,10,4,6,25,9,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,1,-,-,-,-,-,-,2,2,2
8,"25201","0020","ëÂí√és","äãêÏÅ@ñÿåÀå˚í¨",13,29,29,2.2307692308,-,-,-,1,5,3,6,14,10,10,26,26,2.6,-,-,-,1,5,3,5,13,9,8,19,19,2.375,-,-,-,1,5,3,3,6,6,7,14,14,2,-,-,-,-,-,-,3,6,6,1,5,5,5,-,-,-,1,5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,7,7,3.5,-,-,-,-,-,-,2,7,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,1,-,-,-,-,-,-,1,1,1
9,"25201","0030","ëÂí√és","äãêÏÅ@íÜë∫í¨",35,65,65,1.8571428571,2,10,3,3,14,7,15,25,19,18,48,48,2.6666666667,2,10,3,3,14,7,9,19,13,16,39,39,2.4375,1,4,2,2,8,4,8,16,12,11,22,22,2,-,-,-,-,-,-,7,14,11,4,15,15,3.75,1,4,2,2,8,4,-,-,-,1,2,2,2,-,-,-,-,-,-,1,2,1,2,9,9,4.5,1,6,1,1,6,3,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,17,17,17,1,-,-,-,-,-,-,6,6,6
10,"25201","0040","ëÂí√és","äãêÏÅ@ñVë∫í¨",25,64,64,2.56,1,7,1,4,20,10,16,39,23,20,59,59,2.95,1,7,1,4,20,10,13,36,20,15,39,39,2.6,-,-,-,3,13,7,8,16,12,7,14,14,2,-,-,-,-,-,-,5,10,9,5,19,19,3.8,-,-,-,3,13,7,-,-,-,3,6,6,2,-,-,-,-,-,-,3,6,3,5,20,20,4,1,7,1,1,7,3,5,20,8,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,1,-,-,-,-,-,-,3,3,3
11,"25201","0050","ëÂí√és","äãêÏÅ@í¨ãèí¨",12,24,24,2,1,4,1,1,4,2,9,17,13,9,21,21,2.3333333333,1,4,1,1,4,2,7,15,11,9,21,21,2.3333333333,1,4,1,1,4,2,7,15,11,6,12,12,2,-,-,-,-,-,-,5,10,8,2,7,7,3.5,1,4,1,1,4,2,1,3,2,1,2,2,2,-,-,-,-,-,-,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,1,-,-,-,-,-,-,2,2,2
12,"25201","0060","ëÂí√és","äãêÏÅ@î~Émñÿí¨",30,80,80,2.6666666667,1,4,1,7,27,10,19,45,28,23,73,73,3.1739130435,1,4,1,7,27,10,12,38,21,17,49,49,2.8823529412,1,4,1,5,16,7,6,14,9,6,12,12,2,-,-,-,-,-,-,3,6,5,9,32,32,3.5555555556,1,4,1,4,13,5,2,6,3,2,5,5,2.5,-,-,-,1,3,2,1,2,1,6,24,24,4,-,-,-,2,11,3,6,24,12,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,7,1,-,-,-,-,-,-,7,7,7
13,"25201","0070","ëÂí√és","äãêÏÅ@ä—à‰í¨",11,31,31,2.8181818182,-,-,-,3,17,7,8,23,13,9,29,29,3.2222222222,-,-,-,3,17,7,7,22,12,7,17,17,2.4285714286,-,-,-,1,5,3,5,10,9,5,10,10,2,-,-,-,-,-,-,4,8,8,1,5,5,5,-,-,-,1,5,3,-,-,-,1,2,2,2,-,-,-,-,-,-,1,2,1,2,12,12,6,-,-,-,2,12,4,2,12,3,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,1,-,-,-,-,-,-,1,1,1
