1,"ïΩê¨ÇVîNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj"
2,"ëÊ3ï\Å@îNóÓÅi5çŒäKãâÅjÅCíjèóï êlå˚ÅiëçîNóÓãyÇ—äOçëêlÅ|ì¡åfÅj"
3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4,"","","","","ëçêî","","","","","","","","","","","","","","","","","","","","","","","","","íj","","","","","","","","","","","","","","","","","","","","","","","","","èó","","","","","","","","","","","","","","","","","","","","","","","",""
5,"ésãÊí¨ë∫ÉRÅ[Éh","í¨íöéöÉRÅ[Éh","ésãÊí¨ë∫","í¨íöéö","ëçêî","0Å`4çŒ","5Å`9çŒ","10Å`14çŒ","15Å`19çŒ","20Å`24çŒ","25Å`29çŒ","30Å`34çŒ","35Å`39çŒ","40Å`44çŒ","45Å`49çŒ","50Å`54çŒ","55Å`59çŒ","60Å`64çŒ","65Å`69çŒ","70Å`74çŒ","75Å`79çŒ","80Å`84çŒ","85Å`89çŒ","90Å`94çŒ","95Å`99çŒ","100çŒà»è„","ïsè⁄","ÅiçƒåfÅjëçîNóÓ","ÅiçƒåfÅjäOçëêl","ëçêî","0Å`4çŒ","5Å`9çŒ","10Å`14çŒ","15Å`19çŒ","20Å`24çŒ","25Å`29çŒ","30Å`34çŒ","35Å`39çŒ","40Å`44çŒ","45Å`49çŒ","50Å`54çŒ","55Å`59çŒ","60Å`64çŒ","65Å`69çŒ","70Å`74çŒ","75Å`79çŒ","80Å`84çŒ","85Å`89çŒ","90Å`94çŒ","95Å`99çŒ","100çŒà»è„","ïsè⁄","ÅiçƒåfÅjëçîNóÓ","ÅiçƒåfÅjäOçëêl","ëçêî","0Å`4çŒ","5Å`9çŒ","10Å`14çŒ","15Å`19çŒ","20Å`24çŒ","25Å`29çŒ","30Å`34çŒ","35Å`39çŒ","40Å`44çŒ","45Å`49çŒ","50Å`54çŒ","55Å`59çŒ","60Å`64çŒ","65Å`69çŒ","70Å`74çŒ","75Å`79çŒ","80Å`84çŒ","85Å`89çŒ","90Å`94çŒ","95Å`99çŒ","100çŒà»è„","ïsè⁄","ÅiçƒåfÅjëçîNóÓ","ÅiçƒåfÅjäOçëêl"
6,"25201","","ëÂí√és","ëçêî",276332,14672,16383,17863,19984,22845,19135,18819,18192,19978,24331,19253,15767,14752,12599,8489,5835,4402,2123,694,126,8,82,10308606,3486,134971,7478,8466,9208,10042,11309,9289,9251,8908,9946,12028,9732,7833,7202,6125,3499,2166,1559,678,169,27,1,55,4892229,1733,141361,7194,7917,8655,9942,11536,9846,9568,9284,10032,12303,9521,7934,7550,6474,4990,3669,2843,1445,525,99,7,27,5416377,1753
7,"25201","0010","ëÂí√és","äãêÏÅ@ç‚â∫í¨",95,1,2,2,2,3,3,2,7,6,8,4,11,9,20,6,4,2,2,1,-,-,-,5065,-,52,1,-,1,1,1,3,1,3,5,4,2,9,4,11,3,2,-,1,-,-,-,-,2727,-,43,-,2,1,1,2,-,1,4,1,4,2,2,5,9,3,2,2,1,1,-,-,-,2338,-
8,"25201","0020","ëÂí√és","äãêÏÅ@ñÿåÀå˚í¨",29,-,1,2,-,-,1,-,2,-,2,4,3,4,3,2,4,1,-,-,-,-,-,1587,-,15,-,-,2,-,-,1,-,1,-,-,2,2,2,2,1,2,-,-,-,-,-,-,791,-,14,-,1,-,-,-,-,-,1,-,2,2,1,2,1,1,2,1,-,-,-,-,-,796,-
9,"25201","0030","ëÂí√és","äãêÏÅ@íÜë∫í¨",65,3,3,1,1,3,1,1,6,3,3,3,12,6,7,3,3,2,4,-,-,-,-,3312,-,36,2,3,1,-,3,1,1,4,2,2,1,6,2,4,1,1,-,2,-,-,-,-,1609,-,29,1,-,-,1,-,-,-,2,1,1,2,6,4,3,2,2,2,2,-,-,-,-,1703,-
10,"25201","0040","ëÂí√és","äãêÏÅ@ñVë∫í¨",64,1,4,4,1,4,2,-,4,4,3,2,6,6,11,2,5,2,3,-,-,-,-,3209,-,28,-,1,-,1,3,2,-,1,4,1,1,2,3,6,1,1,-,1,-,-,-,-,1392,-,36,1,3,4,-,1,-,-,3,-,2,1,4,3,5,1,4,2,2,-,-,-,-,1817,-
11,"25201","0050","ëÂí√és","äãêÏÅ@í¨ãèí¨",24,1,1,-,-,-,-,-,-,3,1,2,-,3,3,6,2,1,1,-,-,-,-,1430,-,11,1,-,-,-,-,-,-,-,2,-,1,-,-,2,3,1,1,-,-,-,-,-,648,-,13,-,1,-,-,-,-,-,-,1,1,1,-,3,1,3,1,-,1,-,-,-,-,782,-
12,"25201","0060","ëÂí√és","äãêÏÅ@î~Émñÿí¨",80,1,3,6,1,3,5,1,2,5,5,5,8,7,10,6,3,6,3,-,-,-,-,4103,-,31,-,-,2,-,-,3,1,-,1,4,1,4,4,4,2,2,2,1,-,-,-,-,1718,-,49,1,3,4,1,3,2,-,2,4,1,4,4,3,6,4,1,4,2,-,-,-,-,2385,-
13,"25201","0070","ëÂí√és","äãêÏÅ@ä—à‰í¨",31,-,2,3,2,-,-,-,1,3,2,-,2,3,5,4,1,-,1,2,-,-,-,1618,-,16,-,-,3,2,-,-,-,-,2,1,-,1,1,1,3,1,-,1,-,-,-,-,769,-,15,-,2,-,-,-,-,-,1,1,1,-,1,2,4,1,-,-,-,2,-,-,-,849,-
14,"25201","0080","ëÂí√és","äãêÏÅ@ç◊êÏí¨",59,9,4,3,2,-,4,1,6,3,-,2,2,4,10,4,2,2,1,-,-,-,-,2441,1,28,7,2,2,-,-,2,-,2,2,-,2,-,1,4,2,1,1,-,-,-,-,-,1007,-,31,2,2,1,2,-,2,1,4,1,-,-,2,3,6,2,1,1,1,-,-,-,-,1434,1
15,"25201","0090","ëÂí√és","à…çÅóßÅ@ìÏèØí¨",648,21,39,53,52,38,26,36,40,54,48,34,27,42,55,35,25,14,3,5,1,-,-,26483,-,321,12,20,30,25,20,12,14,18,33,24,16,13,22,27,16,12,4,1,2,-,-,-,12712,-,327,9,19,23,27,18,14,22,22,21,24,18,14,20,28,19,13,10,2,3,1,-,-,13771,-
16,"25201","0100","ëÂí√és","à…çÅóßÅ@å¸ç›íní¨",309,19,16,12,17,22,18,21,14,11,26,10,22,17,23,12,11,14,17,5,2,-,-,13761,7,145,9,8,4,8,9,11,9,11,4,15,4,8,10,12,6,7,5,3,1,1,-,-,6228,4,164,10,8,8,9,13,7,12,3,7,11,6,14,7,11,6,4,9,14,4,1,-,-,7533,3
17,"25201","0110","ëÂí√és","à…çÅóßÅ@ê∂í√í¨",314,9,18,27,27,9,13,17,26,23,27,12,19,17,25,15,14,10,6,-,-,-,-,13138,-,162,3,14,18,12,3,8,8,13,12,17,4,11,9,9,8,7,5,1,-,-,-,-,6454,-,152,6,4,9,15,6,5,9,13,11,10,8,8,8,16,7,7,5,5,-,-,-,-,6684,-
18,"25201","0120","ëÂí√és","à…çÅóßÅ@è„ç›íní¨",67,3,2,1,5,3,6,2,4,4,4,1,7,7,9,2,4,2,-,1,-,-,-,3098,1,33,1,1,-,1,3,3,1,3,3,3,-,3,4,4,-,1,2,-,-,-,-,-,1506,1,34,2,1,1,4,-,3,1,1,1,1,1,4,3,5,2,3,-,-,1,-,-,-,1592,-
19,"25201","0130","ëÂí√és","à…çÅóßÅ@ñkç›íní¨",166,7,2,7,10,13,8,10,2,12,16,13,17,6,9,14,7,10,1,2,-,-,-,7710,-,77,3,2,2,3,8,3,8,1,3,8,6,9,4,3,6,4,4,-,-,-,-,-,3480,-,89,4,-,5,7,5,5,2,1,9,8,7,8,2,6,8,3,6,1,2,-,-,-,4230,-
